Site,Code site,Branche,Chargé d'exploitation,Energie,Semaine de l'alerte,Mois de l'alerte,Date d'envoi de l'alerte au client ,Client alerté,Chargé d'analyse BO ,Période Talon ,Talon ref ,Début surconsommation ,Fin surconsommation ,Talon surconso identifié,DP Surconso (kW),Nb d'heures,Nb nuits/jours concernés,Impact conso (kWh),Type d'impact,% Surconso,Période d'alerte,Type de surconso,Catégorie
BIEVRE,MO0150,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,60,2023-03-26,2023-03-26,75,15.0,9.0,1,135.0,Récurrent,0.25,Dim,Impact Client,CVC
BONDY,MO0181,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,45,2023-03-26,2023-03-26,100,55.0,9.0,1,495.0,Récurrent,1.2222222222222223,Dim,A définir, 
BROTTEAUX,MO0405,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-26,2023-03-26,30,10.0,6.0,1,60.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement
BRUNOY,MO0420,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,45,2023-03-26,2023-03-26,85,40.0,8.0,1,320.0,Récurrent,0.8888888888888888,Dim,Impact Client,Changement de comportement
CHAMPIGNY,MO1338,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-26,2023-03-26,35,10.0,8.0,1,80.0,Récurrent,0.4,Dim,Impact Client,Changement de comportement
CREPY,MO0100,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,50,2023-03-26,2023-03-26,75,25.0,8.0,1,200.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement
DRANCY,MO1106,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-26,2023-03-26,80,25.0,12.0,1,300.0,Récurrent,0.45454545454545453,Dim,Impact Client,Changement de comportement
GAGNY,MO0131,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-26,2023-03-26,50,15.0,7.0,1,105.0,Récurrent,0.42857142857142855,Dim,Impact Client,Changement de comportement
GRENOBLE VALLIER,MO2834,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-26,2023-03-26,40,15.0,8.0,1,120.0,Récurrent,0.6,Dim,Impact Client,Changement de comportement
LISIEUX ALI,MO0263,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-26,2023-03-26,40,5.0,4.0,1,20.0,Récurrent,0.14285714285714285,Dim,Impact Client,CVC
MARSEILLE BLANCARDE,MO2719,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,30,2023-03-26,2023-03-26,60,30.0,8.0,1,240.0,Récurrent,1,Dim,Impact Client,Changement de comportement
NARBONNE,MO0512,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,30,2023-03-26,2023-03-26,40,10.0,8.0,1,80.0,Récurrent,0.3333333333333333,Dim,Impact Client,Changement de comportement
PERPIGNAN,MO0164,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-26,2023-03-26,45,20.0,8.0,1,160.0,Récurrent,0.8,Dim,Impact Client,Changement de comportement
ROUEN,MO0070,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,65,2023-03-26,2023-03-26,110,45.0,7.0,1,315.0,Récurrent,0.6923076923076923,Dim,Impact Client,Changement de comportement
SAINT QUENTIN,MO0051,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,50,2023-03-26,2023-03-26,70,20.0,7.0,1,140.0,Récurrent,0.4,Dim,Impact Client,Changement de comportement
SOISSONS,MO0099,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,60,2023-03-26,2023-03-26,80,20.0,4.0,1,80.0,Récurrent,0.3333333333333333,Dim,Impact Client,Changement de comportement
SUCY EN BRIE,MO1337,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,30,2023-03-26,2023-03-26,45,15.0,8.0,1,120.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement
VERNON,MO0243,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,40,2023-03-26,2023-03-26,65,25.0,7.0,1,175.0,Récurrent,0.625,Dim,Impact Client,Changement de comportement
VILLEURBANNE,MO0105,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-26,2023-03-26,110,55.0,8.0,1,440.0,Récurrent,1,Dim,Impact Client,Changement de comportement
VICTOR HUGO,MP2043,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-26,2023-03-26,30,10.0,8.0,1,80.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement
LA ROCHELLE,MO2501,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,30,2023-03-26,2023-03-26,65,35.0,8.0,1,280.0,Récurrent,1.1666666666666667,Dim,Impact Client,Changement de comportement
GRENOBLE LAFAYETTE,MO2809,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-26,2023-03-26,85,50.0,9.0,1,450.0,Récurrent,1.4285714285714286,Dim,Impact Client,Changement de comportement
BOURSE,MP2049,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-20,2023-03-26,20,10.0,6.0,6,360.0,Récurrent,1,Nuit,A définir, 
BOURSE,MP2049,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-26,2023-03-26,20,10.0,16.0,1,160.0,Récurrent,1,Dim,A définir, 
MARSEILLE NOTRE DAME,MO2334,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,30,2023-03-26,2023-03-26,45,15.0,7.0,1,105.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement
ST ANTOINE,MO0160,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-26,2023-03-26,110,55.0,10.0,1,550.0,Récurrent,1,Dim,Impact Client,Changement de comportement
LYON GUILLOTIÈRE ,MO0022,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,45,2023-03-26,2023-03-26,80,35.0,9.0,1,315.0,Récurrent,0.7777777777777778,Dim,Impact Client,Changement de comportement
LE PRÉ ST GERVAIS,MO2320,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-26,2023-03-26,80,45.0,8.0,1,360.0,Récurrent,1.2857142857142858,Dim,Impact Client,Changement de comportement
CHARENTON,MO0109,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-26,2023-03-26,135,100.0,10.0,1,1000.0,Récurrent,2.857142857142857,Dim,Impact Client,Changement de comportement
RAMBOUILLET,MO0027,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,50,2023-03-26,2023-03-26,80,30.0,7.0,1,210.0,Récurrent,0.6,Dim,Impact Client,Changement de comportement
SANNOIS,MO0154,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,40,2023-03-26,2023-03-26,65,25.0,7.0,1,175.0,Récurrent,0.625,Dim,Impact Client,Changement de comportement
LA GARENNE,MO0085,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,85,2023-03-26,2023-03-26,130,45.0,9.0,1,405.0,Récurrent,0.5294117647058824,Dim,Impact Client,Changement de comportement
SOLDAT LABOUREUR,MO0336,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-26,2023-03-26,80,45.0,8.0,1,360.0,Récurrent,1.2857142857142858,Dim,Impact Client,Changement de comportement
SAINT OUEN,MO1246,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-26,2023-03-26,80,25.0,9.0,1,225.0,Récurrent,0.45454545454545453,Dim,Impact Client,Changement de comportement
Suresnes    ,MO2346,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-26,2023-03-26,30,5.0,9.0,1,45.0,Récurrent,0.2,Dim,A définir, 
Aix les Bains,MO2821,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-26,2023-03-26,40,20.0,8.0,1,160.0,Récurrent,1,Dim,Impact Client,Changement de comportement
PUTEAUX,MO1244,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,65,2023-03-26,2023-03-26,115,50.0,8.0,1,400.0,Récurrent,0.7692307692307693,Dim,Impact Client,Changement de comportement
Toulouse,MO0165,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,80,2023-03-26,2023-03-26,115,35.0,7.0,1,245.0,Récurrent,0.4375,Dim,Impact Client,Changement de comportement
Montpellier JCoeur,MO2355,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,30,2023-03-26,2023-03-26,50,20.0,6.0,1,120.0,Récurrent,0.6666666666666666,Dim,Impact Client,Changement de comportement
Monop Louise Michel,MP2057,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-26,2023-03-26,40,15.0,8.0,1,120.0,Récurrent,0.6,Dim,Impact Client,Changement de comportement
Monop Nantes Tour de Bretagne,MP3433,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-26,2023-03-26,30,15.0,8.0,1,120.0,Récurrent,1,Dim,Impact Client,Changement de comportement
Toulouse Victor Hugo,MP2058,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-26,2023-03-26,30,15.0,8.0,1,120.0,Récurrent,1,Dim,Impact Client,Changement de comportement
RUE DE MARSEILLE,MP2051,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-26,2023-03-26,15,5.0,8.0,1,40.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement
Monop Paris Versailles,MP2079,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-26,2023-03-26,25,10.0,8.0,1,80.0,Récurrent,0.6666666666666666,Dim,Impact Client,Changement de comportement
Monop Nice Borriglione,MP3444,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-26,2023-03-26,20,10.0,8.0,1,80.0,Récurrent,1,Dim,Impact Client,Changement de comportement
Monop Marseille Mazagran,MP2076,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-26,2023-03-26,50,30.0,7.0,1,210.0,Récurrent,1.5,Dim,Impact Client,Changement de comportement
Poissy 2,MO2359,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-26,2023-03-26,75,20.0,8.0,1,160.0,Récurrent,0.36363636363636365,Dim,Impact Client,Changement de comportement
ALES,MO2701,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,40,2023-03-31,2023-04-01,50,10.0,8.0,1,80.0,Récurrent,0.25,Nuit,Impact GY,Multi-usage
ANNECY MG,MO2814,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,45,2023-03-26,2023-04-02,50,5.0,7.0,7,245.0,Récurrent,0.1111111111111111,Nuit,Impact Client,CVC
ASNIERES BOURGUIGNON,MO1238,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,55,2023-03-27,2023-03-29,60,5.0,4.0,2,40.0,Récurrent,0.09090909090909091,Nuit,Impact Client,CVC
BIEVRE,MO0150,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,60,2023-03-26,2023-03-27,80,20.0,7.0,1,140.0,Récurrent,0.3333333333333333,Nuit,A définir, 
BIEVRE,MO0150,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,60,2023-03-27,2023-03-28,95,35.0,7.0,1,245.0,Récurrent,0.5833333333333334,Nuit,A définir, 
BIEVRE,MO0150,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,60,2023-03-28,2023-04-02,75,15.0,7.0,5,525.0,Récurrent,0.25,Nuit,Impact Client,CVC
BONDY,MO0181,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,45,2023-03-26,2023-04-02,105,60.0,7.0,7,2940.0,Récurrent,1.3333333333333333,Nuit,A définir, 
BRUNOY,MO0420,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,45,2023-03-26,2023-03-28,75,30.0,7.0,2,420.0,Récurrent,0.6666666666666666,Nuit,A définir, 
BRUNOY,MO0420,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,45,2023-03-28,2023-04-02,65,20.0,7.0,5,700.0,Récurrent,0.4444444444444444,Nuit,A définir, 
CAUMARTIN,MO1119,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,110,2023-03-26,2023-03-28,135,25.0,1.0,2,50.0,Récurrent,0.22727272727272727,Nuit,Impact Client,Eclairage
CAUMARTIN,MO1119,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,110,2023-03-28,2023-03-29,140,30.0,2.0,1,60.0,Récurrent,0.2727272727272727,Nuit,Impact Client,Eclairage
CAUMARTIN,MO1119,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,110,2023-03-29,2023-03-31,125,15.0,4.0,2,120.0,Récurrent,0.13636363636363635,Nuit,Impact Client,CVC
CREPY,MO0100,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,50,2023-03-29,2023-03-31,55,5.0,3.0,2,30.0,Récurrent,0.1,Nuit,Impact Client,CVC
CREPY,MO0100,Monoprix,RL,Electricité,13,4, ,0,ZN,Mi-saison,50,2023-04-01,2023-04-02,55,5.0,2.0,1,10.0,Récurrent,0.1,Nuit,Impact Client,CVC
EPINAL,MO2914,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,35,2023-03-28,2023-03-29,45,10.0,2.0,1,20.0,Récurrent,0.2857142857142857,Nuit,Impact Client,CVC
PERPIGNAN,MO0164,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-29,2023-03-30,30,5.0,8.0,1,40.0,Récurrent,0.2,Nuit,Impact Client,CVC
PROVINS,MO0314,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-28,2023-03-31,30,5.0,2.0,3,30.0,Récurrent,0.2,Nuit,Impact Client,CVC
ROCHEFORT,MO2502,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-28,2023-03-31,30,5.0,1.0,3,15.0,Récurrent,0.2,Nuit,Impact Client,CVC
ROCHEFORT,MO2502,Monoprix,AL,Electricité,13,4, ,0,ZN,Mi-saison,25,2023-04-01,2023-04-02,35,10.0,3.0,1,30.0,Récurrent,0.4,Nuit,A définir, 
ROUEN,MO0070,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,65,2023-03-26,2023-04-01,70,5.0,2.0,6,60.0,Récurrent,0.07692307692307693,Nuit,Impact Client,CVC
TROUVILLE,MO0382,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-26,2023-03-28,40,15.0,8.0,2,240.0,Récurrent,0.6,Nuit,A définir, 
TROUVILLE,MO0382,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-28,2023-03-29,45,20.0,3.0,1,60.0,Récurrent,0.8,Nuit,A définir, 
TROUVILLE,MO0382,Monoprix,RL,Electricité,13,4, ,0,ZN,Mi-saison,25,2023-04-01,2023-04-02,40,15.0,4.0,1,60.0,Récurrent,0.6,Nuit,A définir, 
VERNON,MO0243,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,40,2023-03-27,2023-03-31,45,5.0,2.0,4,40.0,Récurrent,0.125,Nuit,Impact Client,CVC
VICHY,MO2404,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,40,2023-03-26,2023-04-02,50,10.0,8.0,7,560.0,Récurrent,0.25,Nuit,Impact Client,CVC
VILLEURBANNE,MO0105,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,55,2023-03-29,2023-03-31,60,5.0,7.0,2,70.0,Récurrent,0.09090909090909091,Nuit,Impact Client,CVC
VICTOR HUGO,MP2043,Monop,AL,Electricité,13,3, ,0,ZN,Mi-saison,20,2023-03-27,2023-03-28,55,35.0,3.0,1,105.0,Récurrent,1.75,Nuit,Impact Client,Changement de comportement
VICTOR HUGO,MP2043,Monop,AL,Electricité,13,3, ,0,ZN,Mi-saison,20,2023-03-27,2023-03-28,35,15.0,5.0,1,75.0,Récurrent,0.75,Nuit,Impact GY,Multi-usage
VICTOR HUGO,MP2043,Monop,AL,Electricité,13,3, ,0,ZN,Mi-saison,20,2023-03-28,2023-03-31,40,20.0,3.0,3,180.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
VICTOR HUGO,MP2043,Monop,AL,Electricité,13,3, ,0,ZN,Mi-saison,20,2023-03-31,2023-04-01,55,35.0,3.0,1,105.0,Récurrent,1.75,Nuit,Impact Client,Changement de comportement
VICTOR HUGO,MP2043,Monop,AL,Electricité,13,4, ,0,ZN,Mi-saison,20,2023-04-01,2023-04-02,45,25.0,3.0,1,75.0,Récurrent,1.25,Nuit,Impact Client,Changement de comportement
OYONNAX,MO0478,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-28,2023-03-29,40,15.0,5.0,1,75.0,Récurrent,0.6,Nuit,A définir, 
GAP,MO2721,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,20,2023-03-28,2023-03-29,30,10.0,5.0,1,50.0,Récurrent,0.5,Nuit,A définir, 
RODEZ,MO0515,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,35,2023-03-30,2023-03-31,45,10.0,7.0,1,70.0,Récurrent,0.2857142857142857,Nuit,Impact Client,Eclairage
NEUILLY,MP2042,Monop,AL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-27,2023-03-28,60,35.0,3.0,1,105.0,Récurrent,1.4,Nuit,Impact Client,Changement de comportement
NEUILLY,MP2042,Monop,AL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-28,2023-04-02,50,25.0,4.0,5,500.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
RUE DE LAPPE,MP2064,Monop,AL,Electricité,13,3, ,0,ZN,Mi-saison,20,2023-03-27,2023-03-31,25,5.0,4.0,4,80.0,Récurrent,0.25,Nuit,A définir, 
RUE DE LAPPE,MP2064,Monop,AL,Electricité,13,3, ,0,ZN,Mi-saison,20,2023-03-31,2023-04-01,40,20.0,4.0,1,80.0,Récurrent,1,Nuit,A définir, 
RUE DE LAPPE,MP2064,Monop,AL,Electricité,13,4, ,0,ZN,Mi-saison,20,2023-04-01,2023-04-02,30,10.0,3.0,1,30.0,Récurrent,0.5,Nuit,A définir, 
GRENOBLE LAFAYETTE,MO2809,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,35,2023-03-26,2023-03-27,55,20.0,7.0,1,140.0,Récurrent,0.5714285714285714,Nuit,A définir, 
BOURSE,MP2049,Monop,RL,Electricité,13,3, ,0,ZN,Mi-saison,10,2023-03-26,2023-03-27,20,10.0,8.0,1,80.0,Récurrent,1,Nuit,A définir, 
BOURSE,MP2049,Monop,RL,Electricité,13,3, ,0,ZN,Mi-saison,10,2023-03-27,2023-04-02,50,40.0,3.0,6,720.0,Récurrent,4,Nuit,Impact Client,Changement de comportement
BOURSE,MP2049,Monop,RL,Electricité,13,3, ,0,ZN,Mi-saison,10,2023-03-27,2023-04-01,20,10.0,5.0,5,250.0,Récurrent,1,Nuit,A définir, 
BOURSE,MP2049,Monop,RL,Electricité,13,4, ,0,ZN,Mi-saison,10,2023-04-01,2023-04-02,30,20.0,5.0,1,100.0,Récurrent,2,Nuit,Impact Client,Eclairage
RUE DE MARSEILLE,MP2051,Monop,RL,Electricité,13,3, ,0,ZN,Mi-saison,10,2023-03-26,2023-04-02,15,5.0,3.0,7,105.0,Récurrent,0.5,Nuit,Impact Client,Changement de comportement
PLEYEL,MP2026,Monop,RL,Electricité,13,3, ,0,ZN,Mi-saison,15,2023-03-26,2023-03-27,20,5.0,8.0,1,40.0,Récurrent,0.3333333333333333,Nuit,Impact Client,CVC
PLEYEL,MP2026,Monop,RL,Electricité,13,3, ,0,ZN,Mi-saison,15,2023-03-27,2023-03-28,30,15.0,2.0,1,30.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
PLEYEL,MP2026,Monop,RL,Electricité,13,3, ,0,ZN,Mi-saison,15,2023-03-27,2023-03-28,20,5.0,6.0,1,30.0,Récurrent,0.3333333333333333,Nuit,Impact Client,CVC
PLEYEL,MP2026,Monop,RL,Electricité,13,3, ,0,ZN,Mi-saison,15,2023-03-28,2023-03-29,30,15.0,8.0,1,120.0,Récurrent,1,Nuit,A définir, 
PLEYEL,MP2026,Monop,RL,Electricité,13,3, ,0,ZN,Mi-saison,15,2023-03-29,2023-04-02,35,20.0,3.0,4,240.0,Récurrent,1.3333333333333333,Nuit,A définir, 
PLEYEL,MP2026,Monop,RL,Electricité,13,3, ,0,ZN,Mi-saison,15,2023-03-29,2023-04-02,20,5.0,5.0,4,100.0,Récurrent,0.3333333333333333,Nuit,Impact Client,CVC
MARSEILLE NOTRE DAME,MO2334,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,30,2023-03-26,2023-04-02,35,5.0,7.0,7,245.0,Récurrent,0.16666666666666666,Nuit,Impact Client,CVC
BOIS COLOMBES,MO0036,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,45,2023-03-26,2023-04-02,50,5.0,3.0,7,105.0,Récurrent,0.1111111111111111,Nuit,Impact Client,CVC
LA FOURCHE,MO0308,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,60,2023-03-27,2023-03-28,70,10.0,7.0,1,70.0,Récurrent,0.16666666666666666,Nuit,Impact GY,Multi-usage
LA FOURCHE,MO0308,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,60,2023-03-31,2023-04-02,65,5.0,5.0,2,50.0,Récurrent,0.08333333333333333,Nuit,Impact Client,CVC
SAINT CLOUD,MO0161,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,110,2023-03-26,2023-03-27,125,15.0,1.0,1,15.0,Récurrent,0.13636363636363635,Nuit,Impact Client,Changement de comportement
SAINT CLOUD,MO0161,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,110,2023-03-27,2023-04-02,145,35.0,1.0,6,210.0,Récurrent,0.3181818181818182,Nuit,Impact Client,Changement de comportement
LE RAINCY,MO1126,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,45,2023-03-26,2023-04-02,75,30.0,7.0,7,1470.0,Récurrent,0.6666666666666666,Nuit,A définir, 
LA CELLE SAINT CLOUD,MO1216,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,45,2023-03-26,2023-04-02,60,15.0,7.0,7,735.0,Récurrent,0.3333333333333333,Nuit,Impact Client,CVC
MEUDON,MO0102,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,65,2023-03-28,2023-03-30,70,5.0,7.0,2,70.0,Récurrent,0.07692307692307693,Nuit,Impact Client,CVC
MEUDON,MO0102,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,65,2023-03-30,2023-04-01,85,20.0,2.0,2,80.0,Récurrent,0.3076923076923077,Nuit,A définir, 
MEUDON,MO0102,Monoprix,AL,Electricité,13,4, ,0,ZN,Mi-saison,65,2023-04-01,2023-04-02,75,10.0,7.0,1,70.0,Récurrent,0.15384615384615385,Nuit,Impact Client,CVC
DRAGON,MO0421,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,90,2023-03-28,2023-04-02,100,10.0,4.0,5,200.0,Récurrent,0.1111111111111111,Nuit,Impact Client,CVC
ST AUGUSTIN,MO1236,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,50,2023-03-30,2023-03-31,90,40.0,5.0,1,200.0,Récurrent,0.8,Nuit,Impact Client,Eclairage
ST ANTOINE,MO0160,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,55,2023-03-30,2023-03-31,60,5.0,4.0,1,20.0,Récurrent,0.09090909090909091,Nuit,Impact Client,CVC
LYON GUILLOTIÈRE ,MO0022,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,45,2023-03-29,2023-03-30,70,25.0,8.0,1,200.0,Récurrent,0.5555555555555556,Nuit,Impact Client,Eclairage
LYON GUILLOTIÈRE ,MO0022,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,45,2023-03-30,2023-04-02,50,5.0,8.0,3,120.0,Récurrent,0.1111111111111111,Nuit,Impact Client,CVC
CHARENTON,MO0109,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,35,2023-03-26,2023-04-02,80,45.0,8.0,7,2520.0,Récurrent,1.2857142857142858,Nuit,A définir, 
RAMBOUILLET,MO0027,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,50,2023-03-29,2023-03-30,55,5.0,4.0,1,20.0,Récurrent,0.1,Nuit,A définir, 
SANNOIS,MO0154,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,40,2023-03-26,2023-04-02,45,5.0,4.0,7,140.0,Récurrent,0.125,Nuit,Impact Client,CVC
NANTERRE,MO1229,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,30,2023-03-26,2023-03-29,35,5.0,7.0,3,105.0,Récurrent,0.16666666666666666,Nuit,Impact Client,CVC
NANTERRE,MO1229,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,30,2023-03-29,2023-03-30,55,25.0,7.0,1,175.0,Récurrent,0.8333333333333334,Nuit,A définir, 
NANTERRE,MO1229,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,30,2023-03-30,2023-04-02,35,5.0,7.0,3,105.0,Récurrent,0.16666666666666666,Nuit,Impact Client,CVC
LA GARENNE,MO0085,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,85,2023-03-26,2023-03-27,95,10.0,7.0,1,70.0,Récurrent,0.11764705882352941,Nuit,A définir, 
LA GARENNE,MO0085,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,85,2023-03-27,2023-04-02,105,20.0,7.0,6,840.0,Récurrent,0.23529411764705882,Nuit,A définir, 
SAINT OUEN,MO1246,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,55,2023-03-26,2023-04-02,65,10.0,8.0,7,560.0,Récurrent,0.18181818181818182,Nuit,A définir, 
AUBERVILLIERS,MO0249,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,35,2023-03-29,2023-03-31,40,5.0,2.0,2,20.0,Récurrent,0.14285714285714285,Nuit,Impact Client,CVC
Lagny,MO1139,Monoprix,RL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-26,2023-04-02,30,5.0,7.0,7,245.0,Récurrent,0.2,Nuit,Impact Client,CVC
La Celle Saint Cloud 2 ,MO2360,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,50,2023-03-27,2023-03-28,65,15.0,7.0,1,105.0,Récurrent,0.3,Nuit,Impact Client,Eclairage
Suresnes    ,MO2346,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-28,2023-03-29,40,15.0,4.0,1,60.0,Récurrent,0.6,Nuit,Impact GY,Multi-usage
Suresnes    ,MO2346,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-28,2023-03-29,30,5.0,3.0,1,15.0,Récurrent,0.2,Nuit,Impact GY,Multi-usage
Suresnes    ,MO2346,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,25,2023-03-29,2023-04-02,30,5.0,7.0,4,140.0,Récurrent,0.2,Nuit,Impact GY,Multi-usage
Nimes,MO2704,Monoprix,AL,Electricité,13,3, ,0,ZN,Mi-saison,55,2023-03-26,2023-04-02,60,5.0,8.0,7,280.0,Récurrent,0.09090909090909091,Nuit,A définir, 
