Date,Time,salesforceName,siteName,energySource,Real Consumption (kWh),TalonRef,Heure Ouverture,Heure Fermeture,Ouverture dim,Margin
2023-06-21,06:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,344,125,5,21,Matin,35
2023-06-21,07:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,352,125,5,21,Matin,35
2023-06-21,08:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,375,125,5,21,Matin,35
2023-06-21,09:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,373,125,5,21,Matin,35
2023-06-21,10:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,386,125,5,21,Matin,35
2023-06-21,11:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,398,125,5,21,Matin,35
2023-06-21,12:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,394,125,5,21,Matin,35
2023-06-21,13:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,415,125,5,21,Matin,35
2023-06-21,14:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,417,125,5,21,Matin,35
2023-06-21,15:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,408,125,5,21,Matin,35
2023-06-21,16:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,416,125,5,21,Matin,35
2023-06-21,17:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,422,125,5,21,Matin,35
2023-06-21,18:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,417,125,5,21,Matin,35
2023-06-21,19:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,402,125,5,21,Matin,35
2023-06-21,20:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,346,125,5,21,Matin,35
2023-06-21,21:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,264,125,5,21,Matin,35
2023-06-21,22:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,221,125,5,21,Matin,35
2023-06-21,23:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,221,125,5,21,Matin,35
2023-06-22,00:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,206,125,5,21,Matin,35
2023-06-22,01:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,219,125,5,21,Matin,35
2023-06-22,02:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,222,125,5,21,Matin,35
2023-06-22,03:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,212,125,5,21,Matin,35
2023-06-22,04:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,227,125,5,21,Matin,35
2023-06-22,05:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,288,125,5,21,Matin,35
2023-06-22,06:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,359,125,5,21,Matin,35
2023-06-22,07:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,359,125,5,21,Matin,35
2023-06-22,08:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,384,125,5,21,Matin,35
2023-06-22,09:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,383,125,5,21,Matin,35
2023-06-22,10:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,386,125,5,21,Matin,35
2023-06-22,11:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,389,125,5,21,Matin,35
2023-06-22,12:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,385,125,5,21,Matin,35
2023-06-22,13:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,387,125,5,21,Matin,35
2023-06-22,14:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,387,125,5,21,Matin,35
2023-06-22,15:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,388,125,5,21,Matin,35
2023-06-22,16:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,399,125,5,21,Matin,35
2023-06-22,17:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,377,125,5,21,Matin,35
2023-06-22,18:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,380,125,5,21,Matin,35
2023-06-22,19:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,370,125,5,21,Matin,35
2023-06-22,20:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,305,125,5,21,Matin,35
2023-06-22,21:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,245,125,5,21,Matin,35
2023-06-22,22:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,200,125,5,21,Matin,35
2023-06-22,23:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,196,125,5,21,Matin,35
2023-06-23,00:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,181,125,5,21,Matin,35
2023-06-23,01:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,192,125,5,21,Matin,35
2023-06-23,02:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,192,125,5,21,Matin,35
2023-06-23,03:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,190,125,5,21,Matin,35
2023-06-23,04:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,203,125,5,21,Matin,35
2023-06-23,05:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,283,125,5,21,Matin,35
2023-06-23,06:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,329,125,5,21,Matin,35
2023-06-23,07:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,337,125,5,21,Matin,35
2023-06-23,08:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,358,125,5,21,Matin,35
2023-06-23,09:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,359,125,5,21,Matin,35
2023-06-23,10:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,376,125,5,21,Matin,35
2023-06-23,11:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,390,125,5,21,Matin,35
2023-06-23,12:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,393,125,5,21,Matin,35
2023-06-23,13:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,403,125,5,21,Matin,35
2023-06-23,14:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,402,125,5,21,Matin,35
2023-06-23,15:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,388,125,5,21,Matin,35
2023-06-23,16:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,400,125,5,21,Matin,35
2023-06-23,17:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,397,125,5,21,Matin,35
2023-06-23,18:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,393,125,5,21,Matin,35
2023-06-23,19:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,381,125,5,21,Matin,35
2023-06-23,20:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,318,125,5,21,Matin,35
2023-06-23,21:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,255,125,5,21,Matin,35
2023-06-23,22:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,203,125,5,21,Matin,35
2023-06-23,23:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,199,125,5,21,Matin,35
2023-06-24,00:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,183,125,5,21,Matin,35
2023-06-24,01:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,201,125,5,21,Matin,35
2023-06-24,02:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,201,125,5,21,Matin,35
2023-06-24,03:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,193,125,5,21,Matin,35
2023-06-24,04:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,207,125,5,21,Matin,35
2023-06-24,05:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,269,125,5,21,Matin,35
2023-06-24,06:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,345,125,5,21,Matin,35
2023-06-24,07:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,353,125,5,21,Matin,35
2023-06-24,08:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,361,125,5,21,Matin,35
2023-06-24,09:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,374,125,5,21,Matin,35
2023-06-24,10:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,376,125,5,21,Matin,35
2023-06-24,11:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,385,125,5,21,Matin,35
2023-06-24,12:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,382,125,5,21,Matin,35
2023-06-24,13:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,385,125,5,21,Matin,35
2023-06-24,14:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,393,125,5,21,Matin,35
2023-06-24,15:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,386,125,5,21,Matin,35
2023-06-24,16:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,390,125,5,21,Matin,35
2023-06-24,17:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,390,125,5,21,Matin,35
2023-06-24,18:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,385,125,5,21,Matin,35
2023-06-24,19:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,378,125,5,21,Matin,35
2023-06-24,20:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,321,125,5,21,Matin,35
2023-06-24,21:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,259,125,5,21,Matin,35
2023-06-24,22:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,220,125,5,21,Matin,35
2023-06-24,23:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,203,125,5,21,Matin,35
2023-06-25,00:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,191,125,5,21,Matin,35
2023-06-25,01:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,205,125,5,21,Matin,35
2023-06-25,02:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,201,125,5,21,Matin,35
2023-06-25,03:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,197,125,5,21,Matin,35
2023-06-25,04:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,211,125,5,21,Matin,35
2023-06-25,05:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,203,125,5,21,Matin,35
2023-06-25,06:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,251,125,5,21,Matin,35
2023-06-25,07:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,340,125,5,21,Matin,35
2023-06-25,08:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,347,125,5,21,Matin,35
2023-06-25,09:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,366,125,5,21,Matin,35
2023-06-25,10:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,372,125,5,21,Matin,35
2023-06-25,11:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,370,125,5,21,Matin,35
2023-06-25,12:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,325,125,5,21,Matin,35
2023-06-25,13:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,317,125,5,21,Matin,35
2023-06-25,14:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,313,125,5,21,Matin,35
2023-06-25,15:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,312,125,5,21,Matin,35
2023-06-25,16:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,320,125,5,21,Matin,35
2023-06-25,17:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,313,125,5,21,Matin,35
2023-06-25,18:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,313,125,5,21,Matin,35
2023-06-25,19:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,312,125,5,21,Matin,35
2023-06-25,20:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,307,125,5,21,Matin,35
2023-06-25,21:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,317,125,5,21,Matin,35
2023-06-25,22:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,299,125,5,21,Matin,35
2023-06-25,23:00:00,MO0193,PORTE DE CHATILLON (Malakoff),ELECTRICITY,300,125,5,21,Matin,35
2023-06-18,00:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,81,45,5,21,Fermé,5
2023-06-18,01:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,82,45,5,21,Fermé,5
2023-06-18,02:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,80,45,5,21,Fermé,5
2023-06-18,03:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,78,45,5,21,Fermé,5
2023-06-18,04:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,77,45,5,21,Fermé,5
2023-06-18,05:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,81,45,5,21,Fermé,5
2023-06-18,06:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,80,45,5,21,Fermé,5
2023-06-18,07:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,81,45,5,21,Fermé,5
2023-06-18,08:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,82,45,5,21,Fermé,5
2023-06-18,09:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,82,45,5,21,Fermé,5
2023-06-18,10:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,85,45,5,21,Fermé,5
2023-06-18,11:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,91,45,5,21,Fermé,5
2023-06-18,12:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-18,13:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,91,45,5,21,Fermé,5
2023-06-18,14:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-18,15:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,88,45,5,21,Fermé,5
2023-06-18,16:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,85,45,5,21,Fermé,5
2023-06-18,17:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,90,45,5,21,Fermé,5
2023-06-18,18:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-18,19:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,91,45,5,21,Fermé,5
2023-06-18,20:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,75,45,5,21,Fermé,5
2023-06-18,21:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,79,45,5,21,Fermé,5
2023-06-18,22:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,83,45,5,21,Fermé,5
2023-06-18,23:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,86,45,5,21,Fermé,5
2023-06-19,00:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,82,45,5,21,Fermé,5
2023-06-19,01:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,84,45,5,21,Fermé,5
2023-06-19,02:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,82,45,5,21,Fermé,5
2023-06-19,03:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,79,45,5,21,Fermé,5
2023-06-19,04:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,78,45,5,21,Fermé,5
2023-06-19,05:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,82,45,5,21,Fermé,5
2023-06-19,06:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,81,45,5,21,Fermé,5
2023-06-19,07:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,84,45,5,21,Fermé,5
2023-06-19,08:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,86,45,5,21,Fermé,5
2023-06-19,09:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,88,45,5,21,Fermé,5
2023-06-19,10:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,87,45,5,21,Fermé,5
2023-06-19,11:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,91,45,5,21,Fermé,5
2023-06-19,12:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,90,45,5,21,Fermé,5
2023-06-19,13:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,93,45,5,21,Fermé,5
2023-06-19,14:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,95,45,5,21,Fermé,5
2023-06-19,15:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,94,45,5,21,Fermé,5
2023-06-19,16:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,93,45,5,21,Fermé,5
2023-06-19,17:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,97,45,5,21,Fermé,5
2023-06-19,18:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,96,45,5,21,Fermé,5
2023-06-19,19:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,98,45,5,21,Fermé,5
2023-06-19,20:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,92,45,5,21,Fermé,5
2023-06-19,21:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,84,45,5,21,Fermé,5
2023-06-19,22:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,88,45,5,21,Fermé,5
2023-06-19,23:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,86,45,5,21,Fermé,5
2023-06-20,00:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,84,45,5,21,Fermé,5
2023-06-20,01:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,85,45,5,21,Fermé,5
2023-06-20,02:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,85,45,5,21,Fermé,5
2023-06-20,03:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,82,45,5,21,Fermé,5
2023-06-20,04:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,80,45,5,21,Fermé,5
2023-06-20,05:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,83,45,5,21,Fermé,5
2023-06-20,06:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,85,45,5,21,Fermé,5
2023-06-20,07:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,87,45,5,21,Fermé,5
2023-06-20,08:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,87,45,5,21,Fermé,5
2023-06-20,09:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,90,45,5,21,Fermé,5
2023-06-20,10:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-20,11:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,94,45,5,21,Fermé,5
2023-06-20,12:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,92,45,5,21,Fermé,5
2023-06-20,13:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,96,45,5,21,Fermé,5
2023-06-20,14:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,96,45,5,21,Fermé,5
2023-06-20,15:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,98,45,5,21,Fermé,5
2023-06-20,16:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,96,45,5,21,Fermé,5
2023-06-20,17:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,97,45,5,21,Fermé,5
2023-06-20,18:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,96,45,5,21,Fermé,5
2023-06-20,19:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,96,45,5,21,Fermé,5
2023-06-20,20:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,84,45,5,21,Fermé,5
2023-06-20,21:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,81,45,5,21,Fermé,5
2023-06-20,22:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,83,45,5,21,Fermé,5
2023-06-20,23:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,86,45,5,21,Fermé,5
2023-06-21,00:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,82,45,5,21,Fermé,5
2023-06-21,01:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,84,45,5,21,Fermé,5
2023-06-21,02:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,83,45,5,21,Fermé,5
2023-06-21,03:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,80,45,5,21,Fermé,5
2023-06-21,04:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,80,45,5,21,Fermé,5
2023-06-21,05:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,83,45,5,21,Fermé,5
2023-06-21,06:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,84,45,5,21,Fermé,5
2023-06-21,07:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,87,45,5,21,Fermé,5
2023-06-21,08:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-21,09:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,90,45,5,21,Fermé,5
2023-06-21,10:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-21,11:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,94,45,5,21,Fermé,5
2023-06-21,12:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,93,45,5,21,Fermé,5
2023-06-21,13:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,96,45,5,21,Fermé,5
2023-06-21,14:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,95,45,5,21,Fermé,5
2023-06-21,15:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,96,45,5,21,Fermé,5
2023-06-21,16:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,92,45,5,21,Fermé,5
2023-06-21,17:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,96,45,5,21,Fermé,5
2023-06-21,18:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,94,45,5,21,Fermé,5
2023-06-21,19:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,95,45,5,21,Fermé,5
2023-06-21,20:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,90,45,5,21,Fermé,5
2023-06-21,21:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,90,45,5,21,Fermé,5
2023-06-21,22:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,88,45,5,21,Fermé,5
2023-06-21,23:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,88,45,5,21,Fermé,5
2023-06-22,00:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,85,45,5,21,Fermé,5
2023-06-22,01:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,87,45,5,21,Fermé,5
2023-06-22,02:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,85,45,5,21,Fermé,5
2023-06-22,03:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,84,45,5,21,Fermé,5
2023-06-22,04:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,80,45,5,21,Fermé,5
2023-06-22,05:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,84,45,5,21,Fermé,5
2023-06-22,06:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,86,45,5,21,Fermé,5
2023-06-22,07:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-22,08:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,91,45,5,21,Fermé,5
2023-06-22,09:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-22,10:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-22,11:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,94,45,5,21,Fermé,5
2023-06-22,12:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,88,45,5,21,Fermé,5
2023-06-22,13:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,91,45,5,21,Fermé,5
2023-06-22,14:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,90,45,5,21,Fermé,5
2023-06-22,15:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,92,45,5,21,Fermé,5
2023-06-22,16:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-22,17:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,90,45,5,21,Fermé,5
2023-06-22,18:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,85,45,5,21,Fermé,5
2023-06-22,19:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,86,45,5,21,Fermé,5
2023-06-22,20:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,79,45,5,21,Fermé,5
2023-06-22,21:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,75,45,5,21,Fermé,5
2023-06-22,22:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,79,45,5,21,Fermé,5
2023-06-22,23:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,80,45,5,21,Fermé,5
2023-06-23,00:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,81,45,5,21,Fermé,5
2023-06-23,01:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,82,45,5,21,Fermé,5
2023-06-23,02:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,81,45,5,21,Fermé,5
2023-06-23,03:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,78,45,5,21,Fermé,5
2023-06-23,04:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,78,45,5,21,Fermé,5
2023-06-23,05:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,81,45,5,21,Fermé,5
2023-06-23,06:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,81,45,5,21,Fermé,5
2023-06-23,07:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,84,45,5,21,Fermé,5
2023-06-23,08:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,85,45,5,21,Fermé,5
2023-06-23,09:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-23,10:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,89,45,5,21,Fermé,5
2023-06-23,11:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,91,45,5,21,Fermé,5
2023-06-23,12:00:00,MO2814,Annecy (rue du collège),ELECTRICITY,91,45,5,21,Fermé,5
